2004,tt0395843,CSI: NY,(2004–2013),"
Action, Crime, Drama            ",5,0,nm0343622,David Grossman,"(2 episodes, 2004)",,,male,[]
2004,tt0395843,CSI: NY,(2004–2013),"
Action, Crime, Drama            ",5,0,nm0952352,Alex Zakrzewski,"(11 episodes, 2004-2013)",,,male,[]
2004,tt0395843,CSI: NY,(2004–2013),"
Action, Crime, Drama            ",5,0,nm0326506,Bruce Golin,,,"producer (8 episodes, 2004)",male,[]
2004,tt0395843,CSI: NY,(2004–2013),"
Action, Crime, Drama            ",5,0,nm2478023,Nicole Daddio,,,"associate producer (21 episodes, 2004-2005)",female,[]
2004,tt0395843,CSI: NY,(2004–2013),"
Action, Crime, Drama            ",5,0,nm0055092,Sarah A. Barkley,,,"associate producer / executive producer (23 episodes, 2004-2005)",female,[]
2004,tt0395843,CSI: NY,(2004–2013),"
Action, Crime, Drama            ",5,0,nm1465657,Zachary Reiter,,"(30 episodes, 2004-2013)",,male,[]
2004,tt0395843,CSI: NY,(2004–2013),"
Action, Crime, Drama            ",5,0,nm1709732,Deb Cole,,,"associate producer (21 episodes, 2004-2005)",female,[]
2004,tt0395843,CSI: NY,(2004–2013),"
Action, Crime, Drama            ",5,0,nm0134176,Danny Cannon,,,"executive producer (64 episodes, 2004-2011)",male,[]
2004,tt0395843,CSI: NY,(2004–2013),"
Action, Crime, Drama            ",5,0,nm0958499,Anthony E. Zuiker,,"(created by) (197 episodes, 2004-2013)","executive producer (197 episodes, 2004-2013)",male,[]
2004,tt0395843,CSI: NY,(2004–2013),"
Action, Crime, Drama            ",5,0,nm0800082,Bob Simon,,,"producer (2 episodes, 2004)",male,[]
2004,tt0395843,CSI: NY,(2004–2013),"
Action, Crime, Drama            ",5,0,nm0513766,Andrew Lipsitz,,"(8 episodes, 2004-2006)","executive producer (46 episodes, 2004-2011)",male,[]
2004,tt0395843,CSI: NY,(2004–2013),"
Action, Crime, Drama            ",5,0,nm0891541,Pam Veasey,,"(39 episodes, 2004-2013)","executive producer / co-executive producer (195 episodes, 2004-2013)",female,[]
2004,tt0395843,CSI: NY,(2004–2013),"
Action, Crime, Drama            ",5,0,nm0550158,Corinne Marrinan,,,"associate producer (87 episodes, 2004-2008)",female,[]
2004,tt0395843,CSI: NY,(2004–2013),"
Action, Crime, Drama            ",5,0,nm1002023,Janet Tamaro,,"(1 episode, 2004)","co-producer (8 episodes, 2004)",female,[]
2004,tt0395843,CSI: NY,(2004–2013),"
Action, Crime, Drama            ",5,0,nm1236454,Timothy J. Lea,,"(11 episodes, 2004-2007)","supervising producer / co-producer (71 episodes, 2004-2007)",male,[]
2004,tt0395843,CSI: NY,(2004–2013),"
Action, Crime, Drama            ",5,0,nm0578856,Carol Mendelsohn,,"(created by) (197 episodes, 2004-2013)","executive producer (197 episodes, 2004-2013)",mostly_female,[]
2004,tt0395843,CSI: NY,(2004–2013),"
Action, Crime, Drama            ",5,0,nm0106230,Kevin Bray,"(1 episode, 2004)",,,male,[]
2004,tt0395843,CSI: NY,(2004–2013),"
Action, Crime, Drama            ",5,0,nm0764776,Deran Sarafian,"(5 episodes, 2004-2012)",,"producer (16 episodes, 2004-2005)",unknown,[]
2004,tt0395843,CSI: NY,(2004–2013),"
Action, Crime, Drama            ",5,0,nm0847860,Eli Talbert,,"(7 episodes, 2004-2006)","producer / supervising producer (45 episodes, 2004-2006)",female,[]
2004,tt0395843,CSI: NY,(2004–2013),"
Action, Crime, Drama            ",5,0,nm0514779,Jonathan Littman,,,"executive producer (186 episodes, 2004-2013)",male,[]
2004,tt0395843,CSI: NY,(2004–2013),"
Action, Crime, Drama            ",5,0,nm0231929,Ann Donahue,,"(created by) (197 episodes, 2004-2013)","executive producer (196 episodes, 2004-2013)",female,[]
2004,tt0395843,CSI: NY,(2004–2013),"
Action, Crime, Drama            ",5,0,nm0800358,Robert D. Simon,,,"producer (9 episodes, 2004)",male,[]
2004,tt0395843,CSI: NY,(2004–2013),"
Action, Crime, Drama            ",5,0,nm0006853,Tim Hunter,"(1 episode, 2004)",,,male,[]
2004,tt0395843,CSI: NY,(2004–2013),"
Action, Crime, Drama            ",5,0,nm0000988,Jerry Bruckheimer,,,"executive producer (190 episodes, 2004-2013)",male,[]
2004,tt0395843,CSI: NY,(2004–2013),"
Action, Crime, Drama            ",5,0,nm0047458,Rob Bailey,"(27 episodes, 2004-2012)",,,male,[]
2005,tt0395843,CSI: NY,(2004–2013),"
Action, Crime, Drama            ",5,0,nm0006997,Peter M. Lenkov,,"(22 episodes, 2005-2010)","executive producer / co-executive producer (117 episodes, 2005-2010)",male,[]
2005,tt0395843,CSI: NY,(2004–2013),"
Action, Crime, Drama            ",5,0,nm0004610,Karen Gaviola,"(1 episode, 2005)",,,female,[]
2005,tt0395843,CSI: NY,(2004–2013),"
Action, Crime, Drama            ",5,0,nm0163892,Duane Clark,"(10 episodes, 2005-2012)",,,male,[]
2005,tt0395843,CSI: NY,(2004–2013),"
Action, Crime, Drama            ",5,0,nm2181986,Matthew Lau,,"(1 episode, 2005)",,male,[]
2005,tt0395843,CSI: NY,(2004–2013),"
Action, Crime, Drama            ",5,0,nm2094906,John Peters,"(1 episode, 2005)",,,male,[]
