2006,tt0765425,Top Chef,(2006– ),"
Game-Show, Reality-TV            ",29,2,nm1597886,Joy Rillo,,,"field producer (9 episodes, 2006)",female,[]
2006,tt0765425,Top Chef,(2006– ),"
Game-Show, Reality-TV            ",29,2,nm2347110,Gary Snoonian,,,"line producer (13 episodes, 2006-2007)",male,[]
2006,tt0765425,Top Chef,(2006– ),"
Game-Show, Reality-TV            ",29,2,nm2317212,Karen Pagtama,,,"supervising story producer / story producer / associate segment producer (94 episodes, 2006-2014)",female,[]
2006,tt0765425,Top Chef,(2006– ),"
Game-Show, Reality-TV            ",29,2,nm3724307,JoAnn Cianciulli,,,"culinary producer (15 episodes, 2006-2011)",female,[]
2006,tt0765425,Top Chef,(2006– ),"
Game-Show, Reality-TV            ",29,2,nm0240918,Julie Duggan,,,"story producer (21 episodes, 2006-2008)",female,[]
2006,tt0765425,Top Chef,(2006– ),"
Game-Show, Reality-TV            ",29,2,nm1455246,Shauna Minoprio,,,"executive producer (64 episodes, 2006-2009)",female,[]
2006,tt0765425,Top Chef,(2006– ),"
Game-Show, Reality-TV            ",29,2,nm2336410,Doneen Arquines,,,"executive producer / segment producer / supervising producer / associate producer / co-executive producer / senior producer (214 episodes, 2006-2019)",unknown,[]
2006,tt0765425,Top Chef,(2006– ),"
Game-Show, Reality-TV            ",29,2,nm2489821,Camille Strayhorn,,,"associate producer (9 episodes, 2006)",mostly_female,[]
2006,tt0765425,Top Chef,(2006– ),"
Game-Show, Reality-TV            ",29,2,nm1004603,Steve Lichtenstein,,,"supervising producer (20 episodes, 2006-2007)",male,[]
2006,tt0765425,Top Chef,(2006– ),"
Game-Show, Reality-TV            ",29,2,nm3240461,Katie Christ,,,"culinary producer (11 episodes, 2006)",female,[]
2006,tt0765425,Top Chef,(2006– ),"
Game-Show, Reality-TV            ",29,2,nm1547954,Arthur Avedissian,,,"story producer (40 episodes, 2006-2011)",male,[]
2006,tt0765425,Top Chef,(2006– ),"
Game-Show, Reality-TV            ",29,2,nm2598517,Brynn Wexler,,,"segment producer (2 episodes, 2006)",mostly_male,[]
2006,tt0765425,Top Chef,(2006– ),"
Game-Show, Reality-TV            ",29,2,nm1081294,Cameron Glenar,,,"associate story producer / Story Producer (15 episodes, 2006-2010)",mostly_male,[]
2006,tt0765425,Top Chef,(2006– ),"
Game-Show, Reality-TV            ",29,2,nm1127258,Margit Ritz,,,"senior segment producer / segment producer / supervising producer (37 episodes, 2006-2010)",female,[]
2006,tt0765425,Top Chef,(2006– ),"
Game-Show, Reality-TV            ",29,2,nm1170412,Elizabeth Cook,,,"co-executive producer / field producer / executive producer / senior producer (40 episodes, 2006-2010)",female,[]
2006,tt0765425,Top Chef,(2006– ),"
Game-Show, Reality-TV            ",29,2,nm0302981,Chris Gallivan,,,"associate producer / senior producer / challenge producer / segment producer / supervising producer (69 episodes, 2006-2012)",mostly_male,[]
2006,tt0765425,Top Chef,(2006– ),"
Game-Show, Reality-TV            ",29,2,nm0785869,Dave Serwatka,,,"executive producer (54 episodes, 2006-2008)",male,[]
2006,tt0765425,Top Chef,(2006– ),"
Game-Show, Reality-TV            ",29,2,nm1597865,Molly O'Rourke,,,"field producer (13 episodes, 2006-2007)",female,[]
2006,tt0765425,Top Chef,(2006– ),"
Game-Show, Reality-TV            ",29,2,nm1551885,Scott Shatsky,,,"supervising producer (41 episodes, 2006-2007)",male,[]
2006,tt0765425,Top Chef,(2006– ),"
Game-Show, Reality-TV            ",29,2,nm2332303,Andrew Wallace,,,"co-executive producer / field producer (25 episodes, 2006-2008)",male,[]
2006,tt0765425,Top Chef,(2006– ),"
Game-Show, Reality-TV            ",29,2,nm2363846,Dominic Ciccodicola,,,"field producer / associate producer (70 episodes, 2006-2009)",male,[]
2006,tt0765425,Top Chef,(2006– ),"
Game-Show, Reality-TV            ",29,2,nm2224155,Lee Anne Wong,,,"supervising culinary producer (36 episodes, 2006-2008)",mostly_male,[]
2007,tt0765425,Top Chef,(2006– ),"
Game-Show, Reality-TV            ",29,2,nm2347110,Gary Snoonian,,,"line producer (13 episodes, 2006-2007)",male,[]
2007,tt0765425,Top Chef,(2006– ),"
Game-Show, Reality-TV            ",29,2,nm0354414,Meri Haitkin,,,"field producer / supervising producer / producer (29 episodes, 2007-2013)",female,[]
2007,tt0765425,Top Chef,(2006– ),"
Game-Show, Reality-TV            ",29,2,nm2317212,Karen Pagtama,,,"supervising story producer / story producer / associate segment producer (94 episodes, 2006-2014)",female,[]
2007,tt0765425,Top Chef,(2006– ),"
Game-Show, Reality-TV            ",29,2,nm3724307,JoAnn Cianciulli,,,"culinary producer (15 episodes, 2006-2011)",female,[]
2007,tt0765425,Top Chef,(2006– ),"
Game-Show, Reality-TV            ",29,2,nm1803606,Nan Strait,,,"executive producer / supervising producer / co-executive producer / segment producer (110 episodes, 2007-2013)",mostly_female,[]
2007,tt0765425,Top Chef,(2006– ),"
Game-Show, Reality-TV            ",29,2,nm0240918,Julie Duggan,,,"story producer (21 episodes, 2006-2008)",female,[]
2007,tt0765425,Top Chef,(2006– ),"
Game-Show, Reality-TV            ",29,2,nm1455246,Shauna Minoprio,,,"executive producer (64 episodes, 2006-2009)",female,['Nom. Outstanding Reality-Competition Program 2007']
2007,tt0765425,Top Chef,(2006– ),"
Game-Show, Reality-TV            ",29,2,nm2336410,Doneen Arquines,,,"executive producer / segment producer / supervising producer / associate producer / co-executive producer / senior producer (214 episodes, 2006-2019)",unknown,[]
2007,tt0765425,Top Chef,(2006– ),"
Game-Show, Reality-TV            ",29,2,nm1004603,Steve Lichtenstein,,,"supervising producer (20 episodes, 2006-2007)",male,['Nom. Outstanding Reality-Competition Program 2007']
2007,tt0765425,Top Chef,(2006– ),"
Game-Show, Reality-TV            ",29,2,nm1980925,Bengt Anderson,,,"field producer / senior field producer (52 episodes, 2007-2010)",male,[]
2007,tt0765425,Top Chef,(2006– ),"
Game-Show, Reality-TV            ",29,2,nm1547954,Arthur Avedissian,,,"story producer (40 episodes, 2006-2011)",male,[]
2007,tt0765425,Top Chef,(2006– ),"
Game-Show, Reality-TV            ",29,2,nm0992727,Michael Rucker,,,"supervising producer / field producer / co-executive producer (7 episodes, 2007-2011)",male,[]
