2004,tt0374455,Stargate: Atlantis,(2004–2009),"
Action, Adventure, Drama            ",4,0,nm0612283,Paul Mullie,,"(19 episodes, 2004-2009)","executive producer / consulting producer (99 episodes, 2004-2009)",male,[]
2004,tt0374455,Stargate: Atlantis,(2004–2009),"
Action, Adventure, Drama            ",4,0,nm0454307,Damian Kindler,,"(5 episodes, 2004-2006)",,male,[]
2004,tt0374455,Stargate: Atlantis,(2004–2009),"
Action, Adventure, Drama            ",4,0,nm0217938,Peter DeLuise,"(6 episodes, 2004-2006)","(4 episodes, 2004-2008)",,male,[]
2004,tt0374455,Stargate: Atlantis,(2004–2009),"
Action, Adventure, Drama            ",4,0,nm0586539,Andy Mikita,"(22 episodes, 2004-2009)",,,male,[]
2004,tt0374455,Stargate: Atlantis,(2004–2009),"
Action, Adventure, Drama            ",4,0,nm0808789,N. John Smith,,,"executive producer / co-executive producer (99 episodes, 2004-2009)",unknown,[]
2004,tt0374455,Stargate: Atlantis,(2004–2009),"
Action, Adventure, Drama            ",4,0,nm0540695,Joseph Mallozzi,,"(19 episodes, 2004-2009)","executive producer / consulting producer (99 episodes, 2004-2009)",male,[]
2004,tt0374455,Stargate: Atlantis,(2004–2009),"
Action, Adventure, Drama            ",4,0,nm1112420,Kerry Glover,,"(2 episodes, 2004-2005)",,mostly_female,[]
2004,tt0374455,Stargate: Atlantis,(2004–2009),"
Action, Adventure, Drama            ",4,0,nm0000386,Roland Emmerich,,"(uncredited) (99 episodes, 2004-2009)",,male,[]
2004,tt0374455,Stargate: Atlantis,(2004–2009),"
Action, Adventure, Drama            ",4,0,nm0002041,Dean Devlin,,"(uncredited) (99 episodes, 2004-2009)",,male,[]
2004,tt0374455,Stargate: Atlantis,(2004–2009),"
Action, Adventure, Drama            ",4,0,nm0003941,David Winning,"(1 episode, 2004)",,,male,[]
2004,tt0374455,Stargate: Atlantis,(2004–2009),"
Action, Adventure, Drama            ",4,0,nm0877427,Brad Turner,"(6 episodes, 2004-2006)",,,male,[]
2004,tt0374455,Stargate: Atlantis,(2004–2009),"
Action, Adventure, Drama            ",4,0,nm0107524,Alan Brennert,,"(1 episode, 2004)",,male,[]
2004,tt0374455,Stargate: Atlantis,(2004–2009),"
Action, Adventure, Drama            ",4,0,nm0942249,Brad Wright,,"(creator) (99 episodes, 2004-2009)","executive producer (99 episodes, 2004-2009)",male,[]
2004,tt0374455,Stargate: Atlantis,(2004–2009),"
Action, Adventure, Drama            ",4,0,nm1247515,Jennifer Johnson,,,"associate producer (59 episodes, 2004-2009)",female,[]
2004,tt0374455,Stargate: Atlantis,(2004–2009),"
Action, Adventure, Drama            ",4,0,nm0178338,Robert C. Cooper,,"(creator) (99 episodes, 2004-2009)","executive producer (99 episodes, 2004-2009)",male,[]
2004,tt0374455,Stargate: Atlantis,(2004–2009),"
Action, Adventure, Drama            ",4,0,nm0082772,Carl Binder,,"(25 episodes, 2004-2008)",,male,[]
