2013,tt3038248,MasterChef Junior,(I) (2013– ),"
Game-Show, Reality-TV            ",1,0,nm2844085,LeRoy A. Warner Jr.,,,"story producer (1 episode, 2013)",male,[]
2013,tt3038248,MasterChef Junior,(I) (2013– ),"
Game-Show, Reality-TV            ",1,0,nm2790814,Hunter Johnson,,,"story producer (2 episodes, 2013)",mostly_male,[]
2013,tt3038248,MasterChef Junior,(I) (2013– ),"
Game-Show, Reality-TV            ",1,0,nm1407876,Brent Schwebel,,,"line producer (15 episodes, 2013-2015)",male,[]
2013,tt3038248,MasterChef Junior,(I) (2013– ),"
Game-Show, Reality-TV            ",1,0,nm1467555,Charlie Ryan,,,"producer (13 episodes, 2013-2015)",mostly_male,[]
2013,tt3038248,MasterChef Junior,(I) (2013– ),"
Game-Show, Reality-TV            ",1,0,nm1642615,Brian Smith,"(64 episodes, 2013-2019)",,"executive producer / co-executive producer (63 episodes, 2013-2018)",male,[]
2013,tt3038248,MasterChef Junior,(I) (2013– ),"
Game-Show, Reality-TV            ",1,0,nm2271644,Yasmin Shackleton,,,"co-executive producer (14 episodes, 2013-2015)",female,[]
2013,tt3038248,MasterChef Junior,(I) (2013– ),"
Game-Show, Reality-TV            ",1,0,nm0038702,Robin Ashbrook,,,"executive producer (20 episodes, 2013-2015)",mostly_male,[]
2013,tt3038248,MasterChef Junior,(I) (2013– ),"
Game-Show, Reality-TV            ",1,0,nm6543111,Brad Kingston,,,"lead culinary producer (13 episodes, 2013-2015)",male,[]
2013,tt3038248,MasterChef Junior,(I) (2013– ),"
Game-Show, Reality-TV            ",1,0,nm2656793,Sandee Birdsong,,,"supervising culinary producer (12 episodes, 2013-2015)",unknown,[]
2013,tt3038248,MasterChef Junior,(I) (2013– ),"
Game-Show, Reality-TV            ",1,0,nm1451059,Gordon Ramsay,,,"executive producer (13 episodes, 2013-2018)",male,[]
2013,tt3038248,MasterChef Junior,(I) (2013– ),"
Game-Show, Reality-TV            ",1,0,nm3798822,Whitnee Null,,,"associate producer (13 episodes, 2013-2015)",unknown,[]
2013,tt3038248,MasterChef Junior,(I) (2013– ),"
Game-Show, Reality-TV            ",1,0,nm2338926,Krista Chael,,,"senior story producer (1 episode, 2013)",female,[]
2013,tt3038248,MasterChef Junior,(I) (2013– ),"
Game-Show, Reality-TV            ",1,0,nm1657848,Malia McInnes,,,"field story producer (1 episode, 2013)",female,[]
2013,tt3038248,MasterChef Junior,(I) (2013– ),"
Game-Show, Reality-TV            ",1,0,nm1823500,Elisabeth Murdoch,,,"executive producer (11 episodes, 2013-2018)",female,[]
2013,tt3038248,MasterChef Junior,(I) (2013– ),"
Game-Show, Reality-TV            ",1,0,nm6527552,Joanne Takahashi,,,"culinary producer (12 episodes, 2013-2015)",female,[]
2013,tt3038248,MasterChef Junior,(I) (2013– ),"
Game-Show, Reality-TV            ",1,0,nm0012111,Ben Adler,,,"executive producer (12 episodes, 2013-2018)",male,[]
2013,tt3038248,MasterChef Junior,(I) (2013– ),"
Game-Show, Reality-TV            ",1,0,nm6597295,Demetreos Katsafados,,,"culinary producer (13 episodes, 2013-2015)",unknown,[]
2013,tt3038248,MasterChef Junior,(I) (2013– ),"
Game-Show, Reality-TV            ",1,0,nm5786329,Elisabeth Murdoch,,,"executive producer (5 episodes, 2013-2014)",female,[]
