name_first,name_last,uuid,patent_id,inventor_id,#patents
Jeffrey,Ackerman,34svpsthcj2fyjt0czcamn1dx,6363217,6363217-2,1
Frank,Adams,afpo4yh2t92qqo45hg0l44i7y,6269900,6269900-1,5
Frank,Adams,enkuyyihgsfmqnsfod8yy5gkr,6654391,5226051-3,5
Frank,Adams,n27qp3y9omhzpvl7fawzn89te,D594448,D594448-1,5
Frank,Adams,qpcx5xp3etltj37pjmx4vasg9,4412795,4412795-1,5
Frank,Adams,rw2cdcwgyjc2ek8j04tb3feq6,5226051,5226051-3,5
Roger R.,Adams,15e94jvi3872qumaxpr646103,8801002,6406038-1,22
Roger R.,Adams,3in07qoxxwjeqqkd2lrx146ku,7610972,6406038-1,22
Roger R.,Adams,7od3tlggf3rm7vlukyd0x9x0i,7165773,6406038-1,22
Roger R.,Adams,7scz9aqq5zouqk4en9zataaji,8544854,6406038-1,22
Roger R.,Adams,afcww0aaak4a9qntkgpy5uyej,7063336,6406038-1,22
Roger R.,Adams,g2iqaa2duzx04nx8noacglphu,8882114,6406038-1,22
Roger R.,Adams,h9x1sau9sena99898jyciiib1,7621540,6406038-1,22
Roger R.,Adams,iuczgzg88q8gi4jy35hnoji9b,9901809,6406038-1,22
Roger R.,Adams,jblggmvaykoxiko6cnfuirwwe,6739602,6406038-1,22
Roger R.,Adams,kl7e7f4a6rejarnf1pmsn9m31,8641054,6406038-1,22
Roger R.,Adams,m08w6oec8zmt7zbyqtugh9fjp,9242169,6406038-1,22
Roger R.,Adams,nzzz478cw6kdkwp3amltr4918,8690165,6406038-1,22
Roger R.,Adams,o2ye7aorf2slwcgh852ik0p44,6979003,6406038-1,22
Roger R.,Adams,o5b2m7dngq9g7jthad03mf53o,9492732,6406038-1,22
Roger R.,Adams,p87eml1acvvpr5wu2cfsvp1aj,8480095,6406038-1,22
Roger R.,Adams,q4dasiscpmta7stw19dme8tdy,6746026,6406038-1,22
Roger R.,Adams,sc3ok8ukxs8vjtm52p4yhbmp5,6406038,6406038-1,22
Roger R.,Adams,t14ph4tzk9yycmf0erlni7wyc,6698769,6406038-1,22
Roger R.,Adams,t28bsfd3oh1h53j5ox8ze1v08,7165774,6406038-1,22
Roger R.,Adams,t63erfl5mna9tkuyzg1nmg5l3,7032330,6406038-1,22
Roger R.,Adams,x43rq2ij3jmswxkoyv2h7oq7i,6450509,6406038-1,22
Roger R.,Adams,znwdo5py3pggubbvapc242lul,9776067,6406038-1,22
Michael,Ahearn,7gr4f7798dknwx2h8kllsznmp,8344340,8003964-4,10
Michael,Ahearn,kpgrvrh5r5b5yjz1731w05z8j,8916843,8003964-4,10
Michael,Ahearn,ravr4pqgey7p15hokr3o2sq7o,8907311,8003964-4,10
Michael,Ahearn,usv91uqok1qqtbvw77zjlrkrp,8402712,5926463-1,10
Michael J.,Ahearn,2o4ivot3t0ikaqj0jrlgyxwop,5926463,5926463-1,10
Michael J.,Ahearn,3usnapo4imcm1abft87nz8kta,9452301,8003964-4,10
Michael J.,Ahearn,799xj4av2xqcn7rn20i05ewdr,8941083,8003964-4,10
Michael J.,Ahearn,9h15059sps52vg9z1u7ow9yfo,8003964,8003964-4,10
Michael J.,Ahearn,oexpb0lqtiewnm3p1x5jkgijo,9925395,8003964-4,10
Michael J.,Ahearn,p0xmzqerr1apz2ihirnxtplkl,5460305,5460305-1,10
Peter,Alexander,01dk5dc7aeznly44n4jrpelqu,9383047,9383047-1,8
Peter,Alexander,f4mvss0tuchkxmj4m5awl6nmn,5122803,5122803-2,8
Peter,Alexander,hpp1dvmfwdgft5tzmqbov5xp6,9456401,4518463-1,8
Peter,Alexander,ixkhlmgxzf9n8d2mq3fwpmqxn,9838890,4518463-1,8
Peter,Alexander,naub1b6jlvrt8draa7929m5hq,7761798,4518463-1,8
Peter,Alexander,rfe9pvs4rmmdqstpo4bjz3tmk,9819735,4518463-1,8
Peter,Alexander,s6y8lezmsbrjxmwsjnsb5kw2f,9237506,4518463-1,8
Peter,Alexander,4p6m1iliabs95dv76g71nd52i,10179111,10179111-2,8
Edward J.,Arcuri,h03xw32dybny4zywcir70nih6,4413058,4413058-1,2
Edward J.,Arcuri,m1klw4b3qckjayxuzu5kbh8mx,5223418,4413058-1,2
Paul,Arnold,09i3g0bu6lzut43gxpyhpvonc,D515856,D465936-1,14
Paul,Arnold,0jcs5cs3cb9t0o5k8t9ug9c3n,D466318,D465936-1,14
Paul,Arnold,0vb08ofncvum6lnv5vwbxq1el,9945813,4307323-2,14
Paul,Arnold,10tohek8z90tauiviar8tcmtv,D465952,D465936-1,14
Paul,Arnold,69i64gwdovef9wrfgd5l1ay29,6607638,5245897-1,14
Paul,Arnold,7j2zkn60qgr8c2pfrfpte6z0f,D465936,D465936-1,14
Paul,Arnold,8ktd407zb0j8blaik9oq40s6i,7607691,7607691-1,14
Paul,Arnold,9od9l68eb94yrbut2z1p6fujq,8588781,4307323-2,14
Paul,Arnold,ae9nu47upl7nl2l8oeey2bkwy,D466729,D465936-1,14
Paul,Arnold,cet1cacv2n5ajuu5vizvtk0qh,8074775,4307323-2,14
Paul,Arnold,ma33d7uwhzzvks0ydt295l156,7686922,5245897-1,14
Paul,Arnold,r1rzki6d9drj9b0byufesse22,9192649,7368264-1,14
Paul,Arnold,tx3s6qyijslssdyotbokps8ou,6585855,5245897-1,14
Paul,Arnold,yyb76zj1otlgprqm57rsjmgxx,9585031,4307323-2,14
Peter J.,Astrauskas,34ayajprzw81c4ev3h3tuihhb,5207176,5207176-2,4
Peter J.,Astrauskas,4z77wfu8ac36c9qkzwheifr1a,6554928,3953582-1,4
Peter J.,Astrauskas,srauosgrrls4o3khx1ww9gn9d,6641622,3953582-1,4
Peter J.,Astrauskas,vxppcytfaostx0vhraj7hmks3,6481747,3953582-1,4
John,Backus,9t90zbl4p3hoi4c2ktrebm3fk,7267950,5559013-1,1
Bradley,Barber,3jadz88iginc2bhvgosnmd82e,8143105,5995688-2,5
Bradley,Barber,aefbl184e9d9fys6psnkkr7qa,7544612,5995688-2,5
Bradley,Barber,bgnhpcunczd4ezrt3cbdenf6c,7414350,5995688-2,5
Bradley,Barber,iepc8h9fhwxf22lvtgwo735ax,7535323,5995688-2,5
Bradley,Barber,sisp240q524cccnd1j3i58kf8,7557430,5995688-2,5
James,Barber,9usuf0s5pybi5i9mee97n0vb4,8676361,5178333-2,24
James,Barber,f2zpjl6hirsxd41m6z3fumf6n,5178333,5178333-2,24
James,Barber,hualp5am89tzx04e6le2w3ubu,6148183,5178333-2,24
James,Barber,nl957v5dg8x4xzeq071gmfo7e,D665764,D665764-3,24
James,Barber,pdn7b7bk43p2h85y2x5037t5j,5242120,5178333-2,24
James,Barber,s9punh4is0thnx8f7hv75cw5a,6659315,6659315-2,24
James J.,Barber,01kobhjuyyjwzzlnrqad3m1xy,5611964,4461681-1,24
James J.,Barber,4bahbxkz9zk132w73av9zs3oh,6933404,4461681-1,24
James J.,Barber,50mx7a2vkc5p4bxhmdqqmlq10,6403696,4461681-1,24
James J.,Barber,6991ni1ab0q9sumcizvnm1aay,5165909,4461681-1,24
James J.,Barber,aai4081rweulpoclefrv2lc3q,4517062,4461681-1,24
James J.,Barber,b02ujbln9qbjrlb2kj968w8m1,6464908,4461681-1,24
James J.,Barber,cng3s5pllp4p4torwhoqgwarv,5877110,4461681-1,24
James J.,Barber,d3dab8l432bvg6m4hihe8bjri,4461681,4461681-1,24
James J.,Barber,dnk1qjli83jb0vuk1npkoyadl,5650370,4461681-1,24
James J.,Barber,emls8dmr910sxb1dcqdzqfg5q,4834858,4461681-1,24
James J.,Barber,etv555z5cy2cttwyyaltqr5ks,5589152,4461681-1,24
James J.,Barber,i4v0z4epu3cmom3oes891gwal,6844447,4461681-1,24
James J.,Barber,nm3lqwicq3deainujh25w1sra,6235674,4461681-1,24
James J.,Barber,p5gnefwfcwy2e1ze3olbndr8x,7001969,4461681-1,24
James J.,Barber,qtjhfvll00u2b2knz60sbulfv,5707916,4461681-1,24
James J.,Barber,udvw5dsg857a1luilv02xb2pi,5578543,4461681-1,24
James J.,Barber,utsr1n8qjws853wgo5qmlpp8o,7230144,4461681-1,24
James J.,Barber,we4dit5l1v7ib29vwctqbviym,4523980,4461681-1,24
James,Barbookles,doeb326h0h8yxnktsd1zrb6rp,5198093,5108578-9,3
James,Barbookles,jtr55r9ie4gr4icuf9ufj6y7n,6793787,5108578-9,3
James,Barbookles,yazyovfp41ainaljt1rbet95b,5108578,5108578-9,3
Bruce G.,Barman,05dhbhd4tb5t23j37mh8n1zh9,6128798,6023803-1,11
Bruce G.,Barman,3hxsgvtjkvyafoa92y30d7cxp,7185379,6023803-1,11
Bruce G.,Barman,557ns21jv7n60dwr26jx7i6uj,6023803,6023803-1,11
Bruce G.,Barman,joheciyif7wd5pezxx5c2rdgi,D488661,6023803-1,11
Bruce G.,Barman,m4b2i54y7b50fto46g0jms2bl,6406009,6023803-1,11
Bruce G.,Barman,ny3nkji39j9qltk62cmdvkuia,7147106,6023803-1,11
Bruce G.,Barman,ovanjb9nessi5lrz5d8t1ff9t,6701557,6023803-1,11
Bruce G.,Barman,pkl91puhmg1yuf80jwz6z0z92,7082635,6023803-1,11
Bruce G.,Barman,xvc4ed1e6bb4c01qoem4qz3p6,6715173,6023803-1,11
Bruce G.,Barman,y5aemyhkl1z4olzj7lumsm9g6,6877540,6023803-1,11
Bruce G.,Barman,ysuppfvvby07ofbftmysfqyf2,7178187,6023803-1,11
Steven,Barnes,7pwdchn8zaun4hapyknig210x,7761182,7761182-2,1
David,Barr,365z72e5uio64f6bcp9ah6xtd,8593983,5084912-1,36
David,Barr,5wo8s3r5hu61n0gktkntxkb9b,D452891,D282463-1,36
David,Barr,8p4x1pzdsd5vxpp88me4262qp,10129048,5084912-1,36
David,Barr,9kntvn4um2tq35hqhkg962djy,8774030,5084912-1,36
David,Barr,agtpx7wngt8c0kzl8p0dahmpc,9749088,5084912-1,36
David,Barr,d4wtxfsoypmx1qqpdm9a7piog,D654382,D654382-1,36
David,Barr,dlt2j3wew4n07vr9xpcxaagy1,10020820,5084912-1,36
David,Barr,dwem55caniv0htp458kf1yjw6,8284690,5084912-1,36
David,Barr,ea239nsxgzt82e5c043hvruvk,9264074,5084912-1,36
David,Barr,fbqi6lgcj5g4d4pg14bpnuqct,9779208,5084912-1,36
David,Barr,hdm02zu5a69az4ax2k8qxa9mn,9270401,5084912-1,36
David,Barr,ijscz4mivdurlfw48lvmq2icd,8913635,5084912-1,36
David,Barr,j5isc7ho2cf4uycilkp873t6l,9184872,5084912-1,36
David,Barr,kvehw5vcgmd1ja8m10rlppoj0,8693419,5084912-1,36
David,Barr,n9q9cb2zpnk4cwjkr22flbvom,9025842,5084912-1,36
David,Barr,nh257pu4g8w2quwfljknnoqk1,8638808,5084912-1,36
David,Barr,nykq9fqg0797dgckt7k8em1in,9942168,5084912-1,36
David,Barr,odm7072g0m4t1cpo81zc5iujn,9262587,5084912-1,36
David,Barr,q0f1feq02udzretnvs6cqz5sb,9807030,5084912-1,36
David,Barr,s1hz656ryk3cefxd9kv5lyrmg,9680503,5084912-1,36
David,Barr,sihbu8qfvtc3nbky9b13iilb6,9150288,9150288-1,36
David,Barr,vdtmev4xjtb06i9kbpj82s0no,8553727,5084912-1,36
David,Barr,x1i8yec3o854y5j6xmknpvl6b,9780962,5084912-1,36
David,Barr,z0rf20c6wrl4nmn9ahtl49dh2,9768977,5084912-1,36
David,Barr,zz4n8uik4xxq7itemzvp0hx8b,9240682,9240682-4,36
David,Barr,ic9l62hcast8remcdaphd5ze1,10211625,9240682-4,36
David A.,Barr,4qdfedfjh7wp0a3maxgk9ngvt,6570990,5084912-1,36
David A.,Barr,91ceotczk20v8um1oion61jhs,7577850,5084912-1,36
David A.,Barr,fuzwtnrz56oleev6elpb5sefw,D282463,D282463-1,36
David A.,Barr,ga4kz0t9407cvvm0jdz4scklm,5084912,5084912-1,36
David A.,Barr,m3ehrspl5f8rns8bzx7jk1hgk,6925181,5084912-1,36
David A.,Barr,shit0wkl3jjxyik1k3d8r18va,5226066,5084912-1,36
David A.,Barr,tb7yf3ek2o5m1y2p4a7le0efq,5265910,D282463-1,36
David A.,Barr,uqm7sukxevubu865du7ihgdiq,D286289,D282463-1,36
David A.,Barr,vn6i9ey9971xlwd5b3uikntcl,6179748,D282463-1,36
David A.,Barr,x9tubkja2744umukfk05n5mq3,7536355,5084912-1,36
Thomas,Barry,3kalbgi0zdp7qvhr22nhs9g2k,5603690,5603690-1,3
Thomas,Barry,fq7vew0uo9mqjeegop8b0jx4e,8112821,5004134-1,3
Thomas,Barry,m6eaebr1g2pnizm4hpoeitfih,5807290,5603690-1,3
Robert,Beeler,s8rfvdn7j6bhdsx1by5ba5pog,4779856,4779856-1,1
Merouane,Bencherif,2qlxh133y0kcwz4gljm1dvvdx,6979695,5510355-1,31
Merouane,Bencherif,3m0g88o3h9mk272l25lbrzhdh,8541446,5510355-1,31
Merouane,Bencherif,4iheexky4kitqqki60w1onhuy,7214686,5510355-1,31
Merouane,Bencherif,5o4sfa2o91r066md2c8q77bwx,6525065,5510355-1,31
Merouane,Bencherif,8rjo9uoxot4e9y74ujv2ywucw,6166048,5510355-1,31
Merouane,Bencherif,92kd3n5dq2ozlh38zxe8veo5z,5559124,5510355-1,31
Merouane,Bencherif,9cbjditxspq8kjak4nodn74fo,5952339,5510355-1,31
Merouane,Bencherif,9e33fnpamyeb3acer7zh9cve8,6100269,5510355-1,31
Merouane,Bencherif,blm0731cb7r07ogpn31ldz171,5885998,5510355-1,31
Merouane,Bencherif,crc1e535yi8mvlmrse6a56tu9,5811442,5510355-1,31
Merouane,Bencherif,dzu7sfbn2wzlf4yo8hjcqpc89,9173876,5510355-1,31
Merouane,Bencherif,ehr7v2jisspyfz93zq3z5kuw9,6107298,5510355-1,31
Merouane,Bencherif,gez3r3ti7twkvi8oz9x2s8g9k,6218383,5510355-1,31
Merouane,Bencherif,h8zgt1nbi5xyk7lxx4oekm4ax,5510355,5510355-1,31
Merouane,Bencherif,ktvxfr4anooltfnx3yd8ugt9v,8901177,5510355-1,31
Merouane,Bencherif,l2w2e7byj9hh28d8qmiy2qrcd,8901151,5510355-1,31
Merouane,Bencherif,m45bd9peqcz2xcqw77080vdxd,7067261,5510355-1,31
Merouane,Bencherif,oarnd63bbctz5ncjyatdygbo9,8846715,5510355-1,31
Merouane,Bencherif,r8rgw29vym0f55mgovugxwzl1,5922723,5510355-1,31
Merouane,Bencherif,ri95pc26ytbi572vwbzeebqtq,8476296,5510355-1,31
Merouane,Bencherif,rk8dqbpn22o8yk9cc6y9aqtsd,5583140,5510355-1,31
Merouane,Bencherif,sfbexls5mfvsxtdkrut69fkaz,7045538,5510355-1,31
Merouane,Bencherif,tv3wawwq8hl7ttiqpj1iwudah,5861423,5510355-1,31
Merouane,Bencherif,txgf1hfna3ljkkykv8lgaihhb,5731314,5510355-1,31
Merouane,Bencherif,vm4rgekfoehxmm9l2eu2w8ije,10080726,5510355-1,31
Merouane,Bencherif,vwgsqtqu7ee3nip7pxpkeje2b,6274606,5510355-1,31
Merouane,Bencherif,w7mbuo3tn17vnphvragdj54xg,7550293,5510355-1,31
Merouane,Bencherif,xopmy1577jeks6vbc5ib77hj7,5824692,5510355-1,31
Merouane,Bencherif,xozvlzxs8snr570d4f35yrxyw,6489349,5510355-1,31
Merouane,Bencherif,yrkc0oxzgppt34gfawaarj88t,5604231,5510355-1,31
Merouane,Bencherif,zyt5c1zcgownsk878v0we6ay9,6232316,5510355-1,31
Juan,Benitez,g9gkscc4vi1gvckdcl4dklgvg,8989728,7139565-7,8
Juan,Benitez,h4ny3iy16ogeipzayfa16ieor,10110534,7139565-7,8
Juan,Benitez,l8ujkcol3ugwtjxp4uo1de49m,10084739,7139565-7,8
Juan,Benitez,m1jg4ef6v55gcfpl6jqz2fokb,7139565,7139565-7,8
Juan,Benitez,mf18whr4dma74lgh36azg8frc,9602457,7139565-7,8
Juan,Benitez,og5hyx45bu24kc8llbsp4idac,9608968,7139565-7,8
Juan,Benitez,rftm89dwl7lbg5wzylvdsrywo,8811952,7139565-7,8
Juan,Benitez,y3th0qcxumbzpo8r9pq25c131,9438550,7139565-7,8
Paul,Berger,5hatgr9jkqge44fs6gslmv8yp,6042950,6042950-2,6
Paul,Berger,bxfw71egczb5e9emqi4xmu21q,7662759,5304313-1,6
Paul,Berger,gqoh8ottgfj6iydxtqqu2qflv,8018148,5208821-1,6
Paul,Berger,qe0fbu9lbibi0lc6hjs6qt9d3,7400090,5208821-1,6
Paul,Berger,u5uguosdpkn2b3xyzkedbyhgg,7977284,4082691-1,6
Paul,Berger,wbtcb33qjsn9vjusjr48m7p02,9437752,5208821-1,6
Stephen,Berger,3lgzvmsc191ylb29ugax08gau,8412111,5754054-1,3
Stephen,Berger,52u0a01g9r23lzjta98or1pp8,5754054,5754054-1,3
Stephen,Berger,85l4te3qyrpd33w0b7w9pjyf4,7134513,6047451-2,3
Olav,Bergheim,5qs6jdefnffdsmh2d30rr3zh9,6666841,6039684-2,20
Olav,Bergheim,ap7ntn5du960k0sp2mo3vvbsc,6981958,6039684-2,20
Olav B,Bergheim,52iy4ovgh5gus4vaaz3paw5bt,8348877,6039684-2,20
Olav B,Bergheim,6h9px3g433vpvzjdm3log4xuv,8814820,6039684-2,20
Olav B,Bergheim,6kgocq3r0duib4i6153abfo0v,8808219,6039684-2,20
Olav B,Bergheim,k8p2iqxtiobwrlwnpbs8qbu0m,8801648,6039684-2,20
Olav B,Bergheim,kxai3f4gije5ez3xkzwyqbxlm,9066782,6039684-2,20
Olav B.,Bergheim,02f9i01qfku3c43h8jiaybhvu,9789001,6039684-2,20
Olav B.,Bergheim,4k2m7j34pxvlp1ljgs662nwa3,9572963,6039684-2,20
Olav B.,Bergheim,5ixm8cqkr2lgbxaqh02nteiag,8273050,6039684-2,20
Olav B.,Bergheim,9sljc06f9ocrn246xk6iotmsc,9993368,6039684-2,20
Olav B.,Bergheim,legeqh6laeh7m7on4cauvajtt,6780164,6039684-2,20
Olav B.,Bergheim,lkdnveul2w0n03q465gs6admg,6039684,6039684-2,20
Olav B.,Bergheim,ojhlo9m6kyng7pjke5tqs19zc,7867205,6039684-2,20
Olav B.,Bergheim,q0hdjpj5g7atmzy4bexoodd83,9987472,6039684-2,20
Olav B.,Bergheim,rwl8sude41jirvdk1dzknx3uk,7708711,6039684-2,20
Olav B.,Bergheim,ufz4s4gjeupfgj3937j734b7l,8333742,6039684-2,20
Olav B.,Bergheim,unhoy1emgjsv13r866ks4zmjv,7297130,6039684-2,20
Olav B.,Bergheim,uo18w26yr9xzd8lwc155u51zm,6638239,6039684-2,20
Olav B.,Bergheim,w61tphhefep34gc7fp1kludie,6955656,6039684-2,20
David,Berry,0chzbfl2uaekeb9lx36ywtqdr,8790901,4131545-2,41
David,Berry,0svtmciffo9ms9qk9bqosaxtq,9156831,4131545-2,41
David,Berry,1bx8a9xww11yh9obafnbgt0ja,7175647,4131545-2,41
David,Berry,2igagwplxn5t0vif8ts6ynrny,6391047,4131545-2,41
David,Berry,3f36je9hm34c3wc0elq10hh78,8543858,5442749-2,41
David,Berry,3j0flfnh4o8d2oo1e9l6hrbx4,9598706,4131545-2,41
David,Berry,4aq0qhyhlrd8menv5pbofsjvc,10097834,5442749-2,41
David,Berry,4col6rfmkirdc8w2ojhtc6p59,4191584,4131545-2,41
David,Berry,4f75d5vxq0w3vudypsii6vdao,6913762,4131545-2,41
David,Berry,5l18he46rdtyykn13nxrf3lta,6117102,4131545-2,41
David,Berry,6zqv7i85xps3rjhhydkffmjzk,5573520,4131545-2,41
David,Berry,7ymnes5fxtzha6nhshd6ar7sd,6638258,4131545-2,41
David,Berry,8c842wdfg1avunymjjbwxc7te,D460398,4131545-2,41
David,Berry,awdbi3q90smzlqmh3f5efc8ti,6293958,4131545-2,41
David,Berry,dfwxm74a6ef643npmhm7o5iqw,5741429,4131545-2,41
David,Berry,etgu5ammzlxm7dlnieqg17iuo,4222742,4131545-2,41
David,Berry,fht18ryp0cy74bl9vmozqyzsx,10136136,5442749-2,41
David,Berry,hsc0cw8v02kv8zmuf0k91wx4t,D460347,4131545-2,41
David,Berry,hvefj8qvq7298g1bf05tz0zw7,5895376,4131545-2,41
David,Berry,hwd46wd8fxzt7f1bfoxy144i0,4261755,4131545-2,41
David,Berry,j2ijrl7v9mo7nbacp1ny4ez15,9610307,4131545-2,41
David,Berry,j714nnmjmnkp7tpy5aud8jj1m,4131545,4131545-2,41
David,Berry,jfj2qo2lei0sbbbyc11t603ln,9138495,4131545-2,41
David,Berry,jzqt1bl881xpt8tnsj10xko5c,9657008,4131545-2,41
David,Berry,k9igzbz04ms1su0gsh7uf5425,9603878,4131545-2,41
David,Berry,lkqjkjncqqki4lxkxyqgwgqfe,8427545,5442749-2,41
David,Berry,mm1mdmw6ev0blqlqojgpinfr0,D469345,4131545-2,41
David,Berry,mpo9abbxv15kr68u6jquwswou,6221057,4131545-2,41
David,Berry,n44hedja211kywhkzbs8afb7x,8848066,5442749-2,41
David,Berry,nwlkerke8gbcsn7gxed53w74h,5437288,4131545-2,41
David,Berry,ohbntjxst0mw7coo8yb7vqwsp,6258117,4131545-2,41
David,Berry,p61ungir6jpzptn0uule7983x,10076546,4131545-2,41
David,Berry,paxbvvyof9stfiof6m0eehq8g,7329266,4131545-2,41
David,Berry,rhwwvnntua96fnfq7c6n9vfy4,6371942,4131545-2,41
David,Berry,ri15crwtwec56rycvhm5euf2t,5575176,4131545-2,41
David,Berry,s42zd3ryroy7n32ihcaq728ry,7744625,4131545-2,41
David,Berry,snkbzsylyz8t9904homonbqm2,7107543,5442749-2,41
David,Berry,ssm2x69120bmf7bj525e24r6y,4175090,4131545-2,41
David,Berry,t8pthaxn499bkxlmtzka6su3u,7666136,4131545-2,41
David,Berry,v5ec3syl6hr5yla6rw8hmo9es,5226605,4131545-2,41
David,Berry,xpgndkk87uu55rx7pphzxzpfi,5586313,5442749-2,41
Kevin T.,Biehle,coydkz9mtib64oh4lox6q2ohc,7919070,7919070-2,1
James,Blair,5zodhwxn7g1bqz8r9e2xe4hlo,7714775,4603322-1,6
James,Blair,p89lbtm83g6zc00rh5sp5grru,4778960,4778960-1,6
James,Blair,qquouytq9xwo0wec1m0mpwcpc,6543659,4778960-1,6
James,Blair,wg2ib7ug7cls3cezad6q2b1xx,10044155,4603322-1,6
James C.,Blair,ux12mjcl7y8s1y6f8bj0vqht5,4396423,4039324-2,6
James C.,Blair,ybqkc99f2ssir65f3srb66vk5,4039324,4039324-2,6
Robert,Blair,01lcv749moqk3yq1qktjw8v4v,PP5106,PP5106-1,4
Robert,Blair,3dsqol1alszeoda04nacj9mh2,8994229,8059174-7,4
Robert,Blair,55jmk2uooltymx1qrv5dofqq0,5272818,5272818-3,4
Robert,Blair,rb73uuwkjro5pz972l0eez27g,8059174,8059174-7,4
Andrew,Blight,0bb5038se9fsfmwr5sqd9ki9v,9699495,8301008-1,12
Andrew,Blight,1pfe5xbt0vohm8oc6n59ow9um,8301008,8301008-1,12
Andrew,Blight,cbk06bha500mrk5py1c6b7cvg,9462217,8301008-1,12
Andrew,Blight,wjfmntlxt5j0pz5kroz8x479l,8942538,8301008-1,12
Andrew R.,Blight,0ft907cfkaqm5ctb7yu4htaee,8354437,5545648-2,12
Andrew R.,Blight,1l1z7cc2oc0z7f3118fos80fw,5545648,5545648-2,12
Andrew R.,Blight,3i4l7n9qq07k78ss6n06aqkqb,8007826,5545648-2,12
Andrew R.,Blight,8n0e9jn2xtyl58es1oin8ns9q,8440703,5545648-2,12
Andrew R.,Blight,dkarcsgeu70kqm6lumtiser64,9925173,5545648-2,12
Andrew R.,Blight,em4wbkagipm2vpt7ui2i623rf,8551523,5545648-2,12
Andrew R.,Blight,goewbllw84eavi7w8gmurgcub,9918973,5545648-2,12
Andrew R.,Blight,p4z0y4rwcmich0y1u9cv63h9w,8663685,5545648-2,12
Louis C.,Bock,04ogjgwy0qfcsamqhb31faggw,5840867,5582981-3,4
Louis C.,Bock,d2czvtqmgicep1gj5nvagouau,9486902,9486902-3,4
Louis C.,Bock,jgu6bbrqk4lk4bs5tuj61oyme,5582981,5582981-3,4
Louis C.,Bock,tyynkaaa60zu9s6qbx5nyfvir,10112289,9486902-3,4
Gary,Bowen,hb8xtctpkv3afnm27eb56fx5p,6658781,6658781-1,1
Daniel,Bradbury,aamfetcfd1t0700diso3hjcqo,7529863,7529863-2,3
Daniel,Bradbury,h8lg90s6uuw6vcbcpi63ripfe,8082169,7529863-2,3
Daniel M.,Bradbury,n90y5s2c28xywbthcbo33n9d9,D365875,D365875-1,3
Jeff,Bradley,ig06k5m94pc6ovxuau5evtdup,6682818,6682818-3,2
Jeff,Bradley,pgo7gzaivnxolxv0mjr9ed7px,10086382,10086382-4,2
William,Bradley,2okhaapfy15f9oevx9yc2yt31,D439323,D401319-1,19
William,Bradley,41uxdxloh8aarly7h3u7z1cu8,9466054,4710906-1,19
William,Bradley,50xn9p7dvomdw4zst97y4d64d,9036420,4710906-1,19
William,Bradley,86hziion7r4jv61dr4dz70rvt,8344924,4710906-1,19
William,Bradley,brdk2qmbl5jotd2gcnw5k6hxh,9047153,4710906-1,19
William,Bradley,csjw5wy2b2uxvpojg4ojki0nx,9235833,4710906-1,19
William,Bradley,dl0jy6qzf87httnfjq2nm9dn5,8179731,4710906-1,19
William,Bradley,eqpg97tkpiypiwfse1haq85x7,8458114,4710906-1,19
William,Bradley,fyhs0owyeebcjicjhfemu7ji5,8792602,4710906-1,19
William,Bradley,glm9o6acj2zw76qy8naf8zqxe,8107306,4710906-1,19
William,Bradley,ka7mw13qra0pqhr3zx7zo69zw,8234387,4710906-1,19
William,Bradley,kf5a9wrxe0e0k02myqqfn4v8u,7975223,4710906-1,19
William,Bradley,nvdgkq8fl9pd4ms750dfadejx,9317843,4710906-1,19
William,Bradley,oyity51mhd70srrjhoep8x4ms,4441657,3933308-1,19
William,Bradley,sw3f5fobt3tm5qglxyoxaxpmw,9235834,4710906-1,19
William,Bradley,uh4s2yhqnc2dd3gjvjuoia2eb,D401319,D401319-1,19
William,Bradley,vpgx4j3arjlweigj87hfpj84b,9424564,4710906-1,19
William G.,Bradley,ebcfqip40h7byr1803iwwstsy,5413694,5413694-4,19
William G.,Bradley,l7sr2v7k24ajxm3i41dq96c08,5050607,5050607-1,19
David,Brandon,68uhqs6qgv2h9bmpkw32dbynh,6479406,5919347-2,6
David,Brandon,dx9zalcsqqgb4lgwd66rys2t6,6127283,5919347-2,6
David,Brandon,feiz3ucgz7c5exo30dc0za729,6258237,5919347-2,6
David,Brandon,oz9lzzses7kpunvh22razpx2b,5919347,5919347-2,6
David,Brandon,yi997a6j7xe3tohw2d9rocn2v,7037418,5919347-2,6
David A.,Brandon,2llipewdsw554a6zhr8a3lsir,4601490,4601490-1,6
Jeffrey,Brennan,3w7ihwdzgoynu1xweixfcmx19,9162024,5175814-2,16
Jeffrey,Brennan,51bg9una4rq3jkasb0bw6kq6m,8711364,5175814-2,16
Jeffrey,Brennan,91velg58i4dirad023qu64n8a,5627879,5175814-2,16
Jeffrey,Brennan,b7xay2p6qqq3s2d3e98wn0dlg,8285328,5175814-2,16
Jeffrey,Brennan,bbrfl8ytt8xsyje9myus8gwbc,9199035,5175814-2,16
Jeffrey,Brennan,c72ns308wu25h6750dtq3b0ys,8903476,5175814-2,16
Jeffrey,Brennan,cq75hq605h2r73z0uoy6yg64e,D629503,5175814-2,16
Jeffrey,Brennan,ei4dwivlk4xj77yr6esykxwyk,5621786,5175814-2,16
Jeffrey,Brennan,f4jwjb3z9y1uu9qvl631wcht0,9283322,5175814-2,16
Jeffrey,Brennan,ibg4gbn2uz73iglbtv6tamcp7,8915904,5175814-2,16
